"percentil","umbral_km","vecinos_prom","I_precip","C_precip","I_residual","C_residual","p_residual"
5,19.6980908000805,3.45714285714286,0.955200849468594,0.0350572468176363,0.793091435563433,0.187131320411296,0.001
10,28.0129467921279,6.91428571428571,0.937637453073583,0.0609720448874025,0.721740740371342,0.274579114841103,0.001
25,48.4706362084644,17.2571428571429,0.812488940770312,0.157398075681697,0.459774109593628,0.539763605920183,0.001
